time [s],button1_clicks,button2_clicks,button_state_1,button_state_2,
5e-07,34,1,0,1,
0.0100001,34,1,0,1,
0.0200001,34,1,0,1,
0.0300001,34,1,0,1,
0.0400001,34,1,0,1,
0.0500001,34,1,0,1,
0.0600001,34,1,0,1,
0.0700001,34,1,0,1,
0.0800001,34,1,0,1,
0.0900001,34,1,0,1,
0.1,34,1,0,1,
0.11,34,1,0,1,
0.12,34,1,0,1,
0.13,34,1,0,1,
0.14,34,1,0,1,
0.15,34,1,0,1,
0.16,34,1,0,1,
0.17,34,1,0,1,
0.18,34,1,0,1,
0.19,34,1,0,1,
0.2,34,1,0,1,
0.21,34,1,0,1,
0.22,34,1,0,1,
0.23,34,1,0,1,
0.24,34,1,0,1,
0.25,34,1,0,1,
0.26,34,1,0,1,
0.27,34,1,0,1,
0.28,34,1,0,1,
0.29,34,1,0,1,
0.3,34,1,0,1,
0.31,34,1,0,1,
0.32,34,1,0,1,
0.33,34,1,0,1,
0.34,34,1,0,1,
0.35,34,1,0,1,
0.36,34,1,0,1,
0.37,34,1,0,1,
0.38,34,1,0,1,
0.39,34,1,0,1,
0.4,34,1,0,1,
0.41,34,1,0,1,
0.42,34,1,0,1,
0.43,34,1,0,1,
0.44,34,1,0,1,
0.45,34,1,0,1,
0.46,34,1,0,1,
0.47,34,1,0,1,
0.48,34,1,0,1,
0.49,34,1,0,1,
0.5,34,1,0,1,
0.51,34,1,0,1,
0.52,34,1,0,1,
0.53,34,1,0,1,
0.54,34,1,0,1,
0.55,34,1,0,1,
0.56,34,1,0,1,
0.57,34,1,0,1,
0.58,34,1,0,1,
0.59,34,1,0,1,
0.6,34,1,0,1,
0.61,34,1,0,1,
0.62,34,1,0,1,
0.63,34,1,0,1,
0.64,34,1,0,1,
0.65,34,1,0,1,
0.66,34,1,0,1,
0.67,34,1,0,1,
0.68,34,1,0,1,
0.69,34,1,0,1,
0.7,34,1,0,1,
0.71,34,1,0,1,
0.72,34,1,0,1,
0.73,34,1,0,1,
0.74,34,1,0,1,
0.75,34,1,0,1,
0.76,34,1,0,1,
0.77,34,1,0,1,
0.78,34,1,0,1,
0.79,34,1,0,1,
0.8,34,1,0,1,
0.81,34,1,0,1,
0.82,34,1,0,1,
0.83,34,1,0,1,
0.84,34,1,0,1,
0.85,34,1,0,1,
0.86,34,1,0,1,
0.87,34,1,0,1,
0.88,34,1,0,1,
0.89,34,1,0,1,
0.9,34,1,0,1,
0.91,34,1,0,1,
0.92,34,1,0,1,
0.93,34,1,0,1,
0.94,34,1,0,1,
0.95,34,1,0,1,
0.96,34,1,0,1,
0.97,34,1,0,1,
0.98,34,1,0,1,
0.99,34,1,0,1,
1,34,1,0,1,
1.01,34,1,0,1,
1.02,34,1,0,1,
1.03,34,1,0,1,
1.04,34,1,0,1,
1.05,34,1,0,1,
1.06,34,1,0,1,
1.07,34,1,0,1,
1.08,34,1,0,1,
1.09,34,1,0,1,
1.1,34,1,0,1,
1.11,34,1,0,1,
1.12,34,1,0,1,
1.13,34,1,0,1,
1.14,34,1,0,1,
1.15,34,1,0,1,
1.16,34,1,0,1,
1.17,34,1,0,1,
1.18,34,1,0,1,
1.19,34,1,0,1,
1.2,34,1,0,1,
1.21,34,1,0,1,
1.22,34,1,0,1,
1.23,34,1,0,1,
1.24,34,1,0,1,
1.25,34,1,0,1,
1.26,34,1,0,1,
1.27,34,1,0,1,
1.28,34,1,0,1,
1.29,34,1,0,1,
1.3,34,1,0,1,
1.31,34,1,0,1,
1.32,34,1,0,1,
1.33,34,1,0,1,
1.34,34,1,0,1,
1.35,34,1,0,1,
1.36,34,1,0,1,
1.37,35,1,1,1,
1.38,35,1,1,1,
1.39,35,1,1,1,
1.4,35,1,1,1,
1.41,35,1,1,1,
1.42,35,1,1,1,
1.43,35,1,1,1,
1.44,35,1,1,1,
1.45,35,1,1,1,
1.46,35,1,1,1,
1.47,35,1,1,1,
1.48,35,1,1,1,
1.49,35,1,1,1,
1.5,35,1,1,1,
1.51,35,1,1,1,
1.52,35,1,1,1,
1.53,35,1,1,1,
1.54,35,1,1,1,
1.55,35,1,1,1,
1.56,35,1,1,1,
1.57,35,1,1,1,
1.58,35,1,1,1,
1.59,35,1,1,1,
1.6,35,1,1,1,
1.61,35,1,1,1,
1.62,35,1,1,1,
1.63,35,1,1,1,
1.64,35,1,1,1,
1.65,35,1,1,1,
1.66,35,1,1,1,
1.67,35,1,1,1,
1.68,35,1,1,1,
1.69,35,1,1,1,
1.7,35,1,1,1,
1.71,35,1,1,1,
1.72,35,1,1,1,
1.73,35,1,1,1,
1.74,35,1,1,1,
1.75,35,1,1,1,
1.76,35,1,1,1,
1.77,35,1,1,1,
1.78,35,1,1,1,
1.79,35,1,1,1,
1.8,35,1,1,1,
1.81,35,1,1,1,
1.82,35,1,1,1,
1.83,35,1,1,1,
1.84,35,1,1,1,
1.85,35,1,1,1,
1.86,35,1,1,1,
1.87,35,1,1,1,
1.88,35,1,1,1,
1.89,35,1,1,1,
1.9,35,1,1,1,
1.91,35,1,1,1,
1.92,36,1,0,1,
1.93,36,1,0,1,
1.94,36,1,0,1,
1.95,36,1,0,1,
1.96,36,1,0,1,
1.97,36,1,0,1,
1.98,36,1,0,1,
1.99,36,1,0,1,
2,36,1,0,1,
2.01,36,1,0,1,
2.02,36,1,0,1,
2.03,36,1,0,1,
2.04,36,1,0,1,
2.05,36,1,0,1,
2.06,36,1,0,1,
2.07,36,1,0,1,
2.08,36,1,0,1,
2.09,36,1,0,1,
2.1,36,1,0,1,
2.11,36,1,0,1,
2.12,36,1,0,1,
2.13,36,1,0,1,
2.14,36,1,0,1,
2.15,36,1,0,1,
2.16,36,1,0,1,
2.17,36,1,0,1,
2.18,36,1,0,1,
2.19,36,1,0,1,
2.2,36,1,0,1,
2.21,36,1,0,1,
2.22,36,1,0,1,
2.23,36,1,0,1,
2.24,36,1,0,1,
2.25,36,1,0,1,
2.26,36,1,0,1,
2.27,36,1,0,1,
2.28,36,1,0,1,
2.29,36,1,0,1,
2.3,36,1,0,1,
2.31,36,1,0,1,
2.32,36,1,0,1,
2.33,36,1,0,1,
2.34,36,1,0,1,
2.35,36,1,0,1,
2.36,36,1,0,1,
2.37,36,1,0,1,
2.38,36,1,0,1,
2.39,36,1,0,1,
2.4,36,1,0,1,
2.41,36,1,0,1,
2.42,36,1,0,1,
2.43,36,1,0,1,
2.44,36,1,0,1,
2.45,36,1,0,1,
2.46,36,1,0,1,
2.47,36,1,0,1,
2.48,36,1,0,1,
2.49,36,1,0,1,
2.5,36,1,0,1,
2.51002,36,1,0,1,
2.52,36,1,0,1,
2.53,37,1,1,1,
2.54,37,1,1,1,
2.55,37,1,1,1,
2.56,37,1,1,1,
2.57,37,1,1,1,
2.58,37,1,1,1,
2.59,37,1,1,1,
2.6,37,1,1,1,
2.61,37,1,1,1,
2.62,37,1,1,1,
2.63,37,1,1,1,
2.64,37,1,1,1,
2.65,37,1,1,1,
2.66,37,1,1,1,
2.67,37,1,1,1,
2.68,37,1,1,1,
2.69,37,1,1,1,
2.7,37,1,1,1,
2.71,37,1,1,1,
2.72,37,1,1,1,
2.73,37,1,1,1,
2.74,37,1,1,1,
2.75,37,1,1,1,
2.76,37,1,1,1,
2.77,37,1,1,1,
2.78001,37,1,1,1,
2.79,37,1,1,1,
2.8,37,1,1,1,
2.81,37,1,1,1,
2.82,37,1,1,1,
2.83,37,1,1,1,
2.84,37,1,1,1,
2.85,37,1,1,1,
2.86,37,1,1,1,
2.87,37,1,1,1,
2.88,37,1,1,1,
2.89,37,1,1,1,
2.9,37,1,1,1,
2.91,37,1,1,1,
2.92,37,1,1,1,
2.93,37,1,1,1,
2.94,37,1,1,1,
2.95,37,1,1,1,
2.96,37,1,1,1,
2.97001,37,1,1,1,
2.98,37,1,1,1,
2.99,37,1,1,1,
3,37,1,1,1,
3.01,37,1,1,1,
3.02,37,1,1,1,
3.03,37,1,1,1,
3.04,37,1,1,1,
3.05,37,1,1,1,
3.06,37,1,1,1,
3.07,37,1,1,1,
3.08,37,1,1,1,
3.09,37,1,1,1,
3.1,37,1,1,1,
3.11,37,1,1,1,
3.12,37,1,1,1,
3.13,37,1,1,1,
3.14,38,1,0,1,
3.15,38,1,0,1,
3.16,38,1,0,1,
3.17,38,1,0,1,
3.18,38,1,0,1,
3.19,38,1,0,1,
3.2,38,1,0,1,
3.21,38,1,0,1,
3.22,38,1,0,1,
3.23,38,1,0,1,
3.24,38,1,0,1,
3.25,38,1,0,1,
3.26,38,1,0,1,
3.27,38,1,0,1,
3.28,38,1,0,1,
3.29,38,1,0,1,
3.3,38,1,0,1,
3.31001,38,1,0,1,
3.32,38,1,0,1,
3.33,38,1,0,1,
3.34,38,1,0,1,
3.35,38,1,0,1,
3.36,38,1,0,1,
3.37,38,1,0,1,
3.38,38,1,0,1,
3.39,38,1,0,1,
3.4,38,1,0,1,
3.41,38,1,0,1,
3.42,38,1,0,1,
3.43,38,1,0,1,
3.44,38,1,0,1,
3.45,38,1,0,1,
3.46,38,1,0,1,
3.47,38,1,0,1,
3.48,38,1,0,1,
3.49,38,1,0,1,
3.5,38,1,0,1,
3.51,38,1,0,1,
3.52,38,1,0,1,
3.53,38,1,0,1,
3.54,38,1,0,1,
3.55,38,1,0,1,
3.56001,38,1,0,1,
3.57,38,1,0,1,
3.58,38,1,0,1,
3.59,38,1,0,1,
3.6,38,1,0,1,
3.61,38,1,0,1,
3.62,38,1,0,1,
3.63,38,1,0,1,
3.64,38,1,0,1,
3.65,38,1,0,1,
3.66,38,1,0,1,
3.67,38,1,0,1,
3.68,39,1,1,1,
3.69,39,1,1,1,
3.7,39,1,1,1,
3.71,39,1,1,1,
3.72,39,1,1,1,
3.73,39,1,1,1,
3.74,39,1,1,1,
3.75,39,1,1,1,
3.76,39,1,1,1,
3.77,39,1,1,1,
3.78,39,1,1,1,
3.79,39,1,1,1,
3.8,39,1,1,1,
3.81,39,1,1,1,
3.82,39,1,1,1,
3.83,39,1,1,1,
3.84,39,1,1,1,
3.85,39,1,1,1,
3.86,39,1,1,1,
3.87,39,1,1,1,
3.88,39,1,1,1,
3.89,39,1,1,1,
3.9,39,1,1,1,
3.91,39,1,1,1,
3.92,39,1,1,1,
3.93,39,1,1,1,
3.94,39,1,1,1,
3.95,39,1,1,1,
3.96,39,1,1,1,
3.97,39,1,1,1,
3.98,39,1,1,1,
3.99,39,1,1,1,
4,39,1,1,1,
4.01,39,1,1,1,
4.02,39,1,1,1,
4.03,39,1,1,1,
4.04,39,1,1,1,
4.05,39,1,1,1,
4.06,39,1,1,1,
4.07,39,1,1,1,
4.08,39,1,1,1,
4.09,39,1,1,1,
4.1,39,1,1,1,
4.11,39,1,1,1,
4.12,39,1,1,1,
4.13,39,1,1,1,
4.14,39,1,1,1,
4.15,39,1,1,1,
4.16,39,1,1,1,
4.17,39,1,1,1,
4.18,40,1,0,1,
4.19,40,1,0,1,
4.2,40,1,0,1,
4.21,40,1,0,1,
4.22,40,1,0,1,
4.23,40,1,0,1,
4.24,40,1,0,1,
4.25,40,1,0,1,
4.26,40,1,0,1,
4.27,40,1,0,1,
4.28,40,1,0,1,
4.29,40,1,0,1,
4.3,40,1,0,1,
4.31,40,1,0,1,
4.32,40,1,0,1,
4.33,40,1,0,1,
4.34,40,1,0,1,
4.35,40,1,0,1,
4.36,40,1,0,1,
4.37,40,1,0,1,
4.38,40,1,0,1,
4.39,40,1,0,1,
4.4,40,1,0,1,
4.41,40,1,0,1,
4.42,40,1,0,1,
4.43,40,1,0,1,
4.44,40,1,0,1,
4.45,40,1,0,1,
4.46,40,1,0,1,
4.47,40,1,0,1,
4.48,40,1,0,1,
4.49,40,1,0,1,
4.5,40,1,0,1,
4.51,40,1,0,1,
4.52,40,1,0,1,
4.53,40,1,0,1,
4.54,40,1,0,1,
4.55,40,1,0,1,
4.56,40,1,0,1,
4.57,40,1,0,1,
4.58,40,1,0,1,
4.59,40,1,0,1,
4.6,40,1,0,1,
4.61,40,1,0,1,
4.62,40,1,0,1,
4.63,40,1,0,1,
4.64,40,1,0,1,
4.65,40,1,0,1,
4.66,40,1,0,1,
4.67,41,1,1,1,
4.68,41,1,1,1,
4.69,41,1,1,1,
4.7,41,1,1,1,
4.71,41,1,1,1,
4.72,41,1,1,1,
4.73,41,1,1,1,
4.74,41,1,1,1,
4.75,41,1,1,1,
4.76,41,1,1,1,
4.77,41,1,1,1,
4.78,41,1,1,1,
4.79,41,1,1,1,
4.8,41,1,1,1,
4.81,41,1,1,1,
4.82,41,1,1,1,
4.83,41,1,1,1,
4.84,41,1,1,1,
4.85,41,1,1,1,
4.86,41,1,1,1,
4.87,41,1,1,1,
4.88,41,1,1,1,
4.89,41,1,1,1,
4.9,41,1,1,1,
4.91,41,1,1,1,
4.92,41,1,1,1,
4.93,41,1,1,1,
4.94,41,1,1,1,
4.95,41,1,1,1,
4.96,41,1,1,1,
4.97,41,1,1,1,
4.98,41,1,1,1,
4.99,41,1,1,1,
5,41,1,1,1,
5.01,41,1,1,1,
5.02,41,1,1,1,
5.03,41,1,1,1,
5.04,41,1,1,1,
5.05,41,1,1,1,
5.06,41,1,1,1,
5.07,41,1,1,1,
5.08,41,1,1,1,
5.09,41,1,1,1,
5.1,41,1,1,1,
5.11,41,1,1,1,
5.12,41,1,1,1,
5.13,41,1,1,1,
5.14,41,1,1,1,
5.15,41,1,1,1,
5.16,42,1,0,1,
5.17,42,1,0,1,
5.18,42,1,0,1,
5.19,42,1,0,1,
5.2,42,1,0,1,
5.21,42,1,0,1,
5.22,42,1,0,1,
5.23,42,1,0,1,
5.24,42,1,0,1,
5.25,42,1,0,1,
5.26,42,1,0,1,
5.27,42,1,0,1,
5.28,42,1,0,1,
5.29,42,1,0,1,
5.3,42,1,0,1,
5.31,42,1,0,1,
5.32,42,1,0,1,
5.33,42,1,0,1,
5.34,42,1,0,1,
5.35,42,1,0,1,
5.36,42,1,0,1,
5.37,42,1,0,1,
5.38,42,1,0,1,
5.39,42,1,0,1,
5.4,42,1,0,1,
5.41,42,1,0,1,
5.42,42,1,0,1,
5.43,42,1,0,1,
5.44,42,1,0,1,
5.45,42,1,0,1,
5.46,42,1,0,1,
5.47,42,1,0,1,
5.48,42,1,0,1,
5.49,42,1,0,1,
5.5,42,1,0,1,
5.51,42,1,0,1,
5.52,42,1,0,1,
5.53,42,1,0,1,
5.54,42,1,0,1,
5.55,42,1,0,1,
5.56,42,1,0,1,
5.57,42,1,0,1,
5.58,42,1,0,1,
5.59,42,1,0,1,
5.6,42,1,0,1,
5.61,42,1,0,1,
5.62,43,1,1,1,
5.63,43,1,1,1,
5.64,43,1,1,1,
5.65,43,1,1,1,
5.66,43,1,1,1,
5.67,43,1,1,1,
5.68,43,1,1,1,
5.69,43,1,1,1,
5.7,43,1,1,1,
5.71,43,1,1,1,
5.72,43,1,1,1,
5.73,43,1,1,1,
5.74,43,1,1,1,
5.75,43,1,1,1,
5.76,43,1,1,1,
5.77,43,1,1,1,
5.78,43,1,1,1,
5.79,43,1,1,1,
5.8,43,1,1,1,
5.81,43,1,1,1,
5.82,43,1,1,1,
5.83,43,1,1,1,
5.84,43,1,1,1,
5.85,43,1,1,1,
5.86,43,1,1,1,
5.87,43,1,1,1,
5.88,43,1,1,1,
5.89,43,1,1,1,
5.9,43,1,1,1,
5.91,43,1,1,1,
5.92,43,1,1,1,
5.93,43,1,1,1,
5.94,43,1,1,1,
5.95,43,1,1,1,
5.96,43,1,1,1,
5.97,43,1,1,1,
5.98,43,1,1,1,
5.99,43,1,1,1,
6,43,1,1,1,
6.01,43,1,1,1,
6.02,43,1,1,1,
6.03004,43,1,1,1,
6.04,43,1,1,1,
6.05,43,1,1,1,
6.06,44,1,0,1,
6.07,44,1,0,1,
6.08,44,1,0,1,
6.09,44,1,0,1,
6.1,44,1,0,1,
6.11,44,1,0,1,
6.12,44,1,0,1,
6.13,44,1,0,1,
6.14,44,1,0,1,
6.15,44,1,0,1,
6.16,44,1,0,1,
6.17,44,1,0,1,
6.18,44,1,0,1,
6.19,44,1,0,1,
6.2,44,1,0,1,
6.21,44,1,0,1,
6.22,44,1,0,1,
6.23,44,1,0,1,
6.24,44,1,0,1,
6.25,44,1,0,1,
6.26,44,1,0,1,
6.27,44,1,0,1,
6.28,44,1,0,1,
6.29,44,1,0,1,
6.3,44,1,0,1,
6.31,44,1,0,1,
6.32,44,1,0,1,
6.33,44,1,0,1,
6.34,44,1,0,1,
6.35,44,1,0,1,
6.36,44,1,0,1,
6.37,44,1,0,1,
6.38,44,1,0,1,
6.39,44,1,0,1,
6.4,44,1,0,1,
6.41,44,1,0,1,
6.42,44,1,0,1,
6.43,44,1,0,1,
6.44,44,1,0,1,
6.45,44,1,0,1,
6.46,44,1,0,1,
6.47,44,1,0,1,
6.48,44,1,0,1,
6.49,44,1,0,1,
6.5,44,1,0,1,
6.51,44,1,0,1,
6.52,44,1,0,1,
6.53,45,1,1,1,
6.54,45,1,1,1,
6.55,45,1,1,1,
6.56,45,1,1,1,
6.57,45,1,1,1,
6.58,45,1,1,1,
6.59,45,1,1,1,
6.6,45,1,1,1,
6.61,45,1,1,1,
6.62,45,1,1,1,
6.63,45,1,1,1,
6.64,45,1,1,1,
6.65,45,1,1,1,
6.66,45,1,1,1,
6.67,45,1,1,1,
6.68,45,1,1,1,
6.69,45,1,1,1,
6.7,45,1,1,1,
6.71,45,1,1,1,
6.72,45,1,1,1,
6.73,45,1,1,1,
6.74,45,1,1,1,
6.75,45,1,1,1,
6.76,45,1,1,1,
6.77,45,1,1,1,
6.78,45,1,1,1,
6.79,45,1,1,1,
6.8,45,1,1,1,
6.81,45,1,1,1,
6.82,45,1,1,1,
6.83,45,1,1,1,
6.84,45,1,1,1,
6.85,45,1,1,1,
6.86,45,1,1,1,
6.87,45,1,1,1,
6.88,45,1,1,1,
6.89,45,1,1,1,
6.9,45,1,1,1,
6.91,45,1,1,1,
6.92,45,1,1,1,
6.93,45,1,1,1,
6.94,45,1,1,1,
6.95,45,1,1,1,
6.96,45,1,1,1,
6.97,45,1,1,1,
6.98,45,1,1,1,
6.99,45,1,1,1,
7,45,1,1,1,
7.01,45,1,1,1,
7.02,45,1,1,1,
7.03,46,1,0,1,
7.04,46,1,0,1,
7.05,46,1,0,1,
7.06,46,1,0,1,
7.07,46,1,0,1,
7.08,46,1,0,1,
7.09,46,1,0,1,
7.1,46,1,0,1,
7.11,46,1,0,1,
7.12,46,1,0,1,
7.13,46,1,0,1,
7.14,46,1,0,1,
7.15,46,1,0,1,
7.16,46,1,0,1,
7.17,46,1,0,1,
7.18,46,1,0,1,
7.19,46,1,0,1,
7.2,46,1,0,1,
7.21,46,1,0,1,
7.22,46,1,0,1,
7.23,46,1,0,1,
7.24,46,1,0,1,
7.25,46,1,0,1,
7.26,46,1,0,1,
7.27,46,1,0,1,
7.28,46,1,0,1,
7.29,46,1,0,1,
7.3,46,1,0,1,
7.31,46,1,0,1,
7.32,46,1,0,1,
7.33,46,1,0,1,
7.34,46,1,0,1,
7.35,46,1,0,1,
7.36,46,1,0,1,
7.37,46,1,0,1,
7.38,46,1,0,1,
7.39,46,1,0,1,
7.4,46,1,0,1,
7.41,46,1,0,1,
7.42,46,1,0,1,
7.43,46,1,0,1,
7.44,46,1,0,1,
7.45,46,1,0,1,
7.46,46,1,1,1,
7.47,47,1,1,1,
7.48,47,1,1,1,
7.49,47,1,1,1,
7.5,47,1,1,1,
7.51,47,1,1,1,
7.52,47,1,1,1,
7.53,47,1,1,1,
7.54,47,1,1,1,
7.55,47,1,1,1,
7.56,47,1,1,1,
7.57,47,1,1,1,
7.58,47,1,1,1,
7.59,47,1,1,1,
7.6,47,1,1,1,
7.61,47,1,1,1,
7.62,47,1,1,1,
7.63,47,1,1,1,
7.64,47,1,1,1,
7.65,47,1,1,1,
7.66,47,1,1,1,
7.67,47,1,1,1,
7.68,47,1,1,1,
7.69,47,1,1,1,
7.7,47,1,1,1,
7.71,47,1,1,1,
7.72,47,1,1,1,
7.73,47,1,1,1,
7.74,47,1,1,1,
7.75,47,1,1,1,
7.76,47,1,1,1,
7.77,47,1,1,1,
7.78,47,1,1,1,
7.79,47,1,1,1,
7.8,47,1,1,1,
7.81,47,1,1,1,
7.82,47,1,1,1,
7.83,47,1,1,1,
7.84,47,1,1,1,
7.85,47,1,1,1,
7.86,47,1,1,1,
7.87,47,1,1,1,
7.88,47,1,1,1,
7.89,47,1,1,1,
7.9,47,1,1,1,
7.91,48,1,0,1,
7.92,48,1,0,1,
7.93,48,1,0,1,
7.94,48,1,0,1,
7.95,48,1,0,1,
7.96,48,1,0,1,
7.97,48,1,0,1,
7.98,48,1,0,1,
7.99,48,1,0,1,
8,48,1,0,1,
8.01,48,1,0,1,
8.02,48,1,0,1,
8.03,48,1,0,1,
8.04,48,1,0,1,
8.05,48,1,0,1,
8.06,48,1,0,1,
8.07,48,1,0,1,
8.08,48,1,0,1,
8.09,48,1,0,1,
8.1,48,1,0,1,
8.11,48,1,0,1,
8.12,48,1,0,1,
8.13,48,1,0,1,
8.14,48,1,0,1,
8.15,48,1,0,1,
8.16,48,1,0,1,
8.17,48,1,0,1,
8.18,48,1,0,1,
8.19,48,1,0,1,
8.2,48,1,0,1,
8.21,48,1,0,1,
8.22,48,1,0,1,
8.23,48,1,0,1,
8.24,48,1,0,1,
8.25,48,1,0,1,
8.26,48,1,0,1,
8.27,48,1,0,1,
8.28,48,1,0,1,
8.29,48,1,0,1,
8.3,48,1,0,1,
8.31,48,1,0,1,
8.32,48,1,0,1,
8.33,48,1,0,1,
8.34,48,1,0,1,
8.35,48,1,0,1,
8.36,49,1,1,1,
8.37,49,1,1,1,
8.38,49,1,1,1,
8.39,49,1,1,1,
8.4,49,1,1,1,
8.41,49,1,1,1,
8.42,49,1,1,1,
8.43,49,1,1,1,
8.44,49,1,1,1,
8.45,49,1,1,1,
8.46,49,1,1,1,
8.47,49,1,1,1,
8.48,49,1,1,1,
8.49,49,1,1,1,
8.5,49,1,1,1,
8.51,49,1,1,1,
8.52,49,1,1,1,
